Name,Country,State/Province
The University of New South Wales|Abbott|Bristol-Myers Squibb|Gilead Sciences|GlaxoSmithKline|Merck Sharp & Dohme LLC|Hoffmann-La Roche|AIDS Council of New South Wales,Australia,New South Wales
German Research Foundation|Roche Diagnostics|University of Luebeck,Germany,Schleswig-Holstein
Population Health Research Institute,Canada,Ontario
Medtronic,United States,Minnesota
Integrium,United States,California
National Center for Research Resources (NCRR)|National Institute of Allergy and Infectious Diseases (NIAID)|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)|National Institute on Minority Health and Health Disparities (NIMHD)|Office of Research on Women's Health (ORWH),United States,Maryland
Juvenile Diabetes Research Foundation,USA,New York
Jaeb Center for Health Research,United States,Tennessee
"The Emmes Company, LLC",United States,Maryland
"The Leona M. and Harry B. Helmsley Charitable Trust|Genzyme, a Sanofi Company",United States,Massachusetts
National Institute of Allergy and Infectious Diseases (NIAID)|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)|National Center for Research Resources (NCRR)|Juvenile Diabetes Research Foundation|American Diabetes Association|Sanofi|The Leona M. and Harry B. Helmsley Charitable Trust|Amgen,United States,Maryland
Insulet Corporation,USA,Massachusetts
"Swedish Child Diabetes Foundation|Ostergotland County Council, Sweden|Diamyd Medical AB",Sweden,Östergötland County
"Alkermes, Inc.",United States,Massachusetts
Universiteit Antwerpen|York University,Belgium,Flanders
Steno Diabetes Center Copenhagen,Denmark,Capital Region
"Massachusetts General Hospital|Beta Bionics, Inc.",United States,Massachusetts
"Ministerio de Economía y Competitividad, Spain|Andaluz Health Service|Roche Pharma AG",Spain,Andalusia
Ministry of Health,New Zealand,Wellington
Göteborg University,Sweden,Västra Götaland
The Leona M. and Harry B. Helmsley Charitable Trust,United States,New York
Guangdong Provincial Department of Science and Technology,China,Guangdong
"Profil GmbH, Neuss, Germany",Germany,North Rhine-Westphalia
"United BioSource, LLC|Tessella Inc.|Berry Consultants",United States,Virginia
"Checkmate Pharmaceuticals|CellSight Technologies, Inc.",United States,Massachusetts
"University of Leicester|University Hospital, Caen",United Kingdom,England
Antaros Medical,Sweden,Västra Götaland
"OPKO Health, Inc.",United States,Florida
"University Hospital, Lille|Nantes University Hospital|University Hospital, Paris|University Hospital, Rouen",France,Hauts-de-France; France
Hanmi Pharmaceutical Company Limited,South Korea,Seoul
AstraZeneca|IKFE Institute for Clinical Research and Development,Germany,Baden-Württemberg
"Merck B.V., Netherlands",Netherlands,North Brabant
"Singapore General Hospital|National University Hospital, Singapore|Khoo Teck Puat Hospital",Singapore,Central Region
Cambridge University Hospitals NHS Foundation Trust,United Kingdom,England
Cambridge University Hospitals NHS Foundation Trust|University College London Hospitals|The Leeds Teaching Hospitals NHS Trust,United Kingdom,England
"Sanofi|National Health and Medical Research Council, Australia",Australia,Australian Capital Territory
Medical Research Council|Covance,United Kingdom,England
Cambridge University Hospitals NHS Foundation Trust|Alder Hey Children's NHS Foundation Trust|Nottingham University Hospitals NHS Trust|Oxford University Hospitals NHS Trust|University Hospital Southampton NHS Foundation Trust|Jaeb Center for Health Research|The Leeds Teaching Hospitals NHS Trust|University of Edinburgh,United Kingdom,England
BodyMedia,United States,Pennsylvania
Sanofi|LifeScan,France,Île-de-France
HNEC TEST,United States,Massachusetts
Harrison Clinical Research,United States,Florida
Bristol-Myers Squibb|National Institute of Allergy and Infectious Diseases (NIAID),United States,Maryland
TCRCure Biopharma Ltd.,Canada,Ontario
AbbVie,United States,Illinois
Blood Transfusion Centre of Slovenia|Stanford University,Slovenia,Slovenia
Royal Brompton & Harefield NHS Foundation Trust|University College London Hospitals,United Kingdom,England
The Methodist Hospital Research Institute|Stanford University,United States,California
The Research Foundation for Microbial Diseases of Osaka University,Japan,Osaka
"Hanmi Pharmaceutical co., ltd.",South Korea,Seoul
Seoul National University Bundang Hospital,South Korea,Gyeonggi Province
Foundation to Eradicate Duchenne,United States,Florida
Ipsen|Charley's Fund,United States,Massachusetts
"Orphan Disease Treatment Institute Co., Ltd.",Thailand,Bangkok
Tongji Hospital|The First Hospital of Jilin University|Affiliated Hospital of Jiangnan University|The First Affiliated Hospital with Nanjing Medical University|Shanghai Children's Hospital|The Children's Hospital of Zhejiang University School of Medicine|Children's Hospital of Fudan University,China,Various Provinces
Children's Hospital of Fudan University|Beijing Children's Hospital|Shanghai Children's Hospital|Xin Hua Hospital Affiliated to Shanghai Jiao Tong University School of Medicine|The Children's Hospital of Zhejiang University School of Medicine|Children's Hospital of The Capital Institute of Pediatrics|Peking University First Hospital|Fuzhou General Hospital|The First Affiliated Hospital of Zhengzhou University|Shengjing Hospital|Children's Hospital of Chongqing Medical University|Tongji medical college huazhong university of science & technology,China,"Beijing  
China"
"Merck Serono Co., Ltd., China",China,Shanghai
Samara State Medical University,Russia,Samara Oblast
Biogen,United States,Massachusetts
Halozyme Therapeutics,United States,California
Severance Hospital,South Korea,Seoul
Institut de Recherches Internationales Servier,France,Île-de-France
"Kousai Bio Co., Ltd.",Japan,Fukuoka Prefecture
"DeNova Research|UCSD Dermatology|The Wall Center for Plastic Surgery|Mathew Avram, MD|Laser & Skin Surgery Medical Group, Inc.|Investigate MD, LLC|Brian Biesman, MD, PLLC|Plastic Surgical Associates of Fort Collins, P.C.",United States,California
"Ionis Pharmaceuticals, Inc.",USA,California
"Innovent Biopharmaceutical Co., Ltd.",China,Jiangsu
Akcea Therapeutics,United States,Massachusetts
"Sanofi Pasteur, a Sanofi Company",France,Auvergne-Rhône-Alpes
"International Centre for Diarrhoeal Disease Research, Bangladesh",Bangladesh,Dhaka
"Research Institute for Tropical Medicine|Syneos Health|DF/Net Research, Inc.",Philippines,Metro Manila
Russian Academy of Medical Sciences,Russia,Moscow
Beijing Bethune Charitable Foundation,China,Beijing
"GlaxoSmithKline|University of Utah|Northwestern University|MNGI Digestive Health, P.A.",United States,Utah
"Brigham and Women's Hospital|Genentech, Inc.",United States,Massachusetts
Regeneron Pharmaceuticals|National Institutes of Health (NIH),United States,Maryland
French Vasculitis Study Group|URC-CIC Paris Descartes Necker Cochin,France,Île-de-France
Ultragenyx Pharmaceutical Inc,United States,California
"MicroVAX, LLC|ClinDatrix, Inc.",United States,Delaware
Region Jönköping County|Västervik Hospital|Vastra Gotaland Region|Region Västerbotten,Sweden,Jönköping County
Region Skane,Sweden,Skåne County
"Kyowa Kirin Co., Ltd.|AstraZeneca",Japan,Tokyo
"Ministry of Health, Brazil|Fundação Faculdade de Medicina",Brazil,São Paulo
"Cancer Institute and Hospital, Chinese Academy of Medical Sciences",China,Beijing
Celgene Corporation,United States,New Jersey
The First Affiliated Hospital of Zhengzhou University,China,Henan
Peking University People's Hospital,China,Beijing
EVAMED,United States,California
Roswell Park Cancer Institute,United States,New York
"CaligorRx, Inc.",United States,New Jersey
Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA)|Erasmus Medical Center|University Medical Center Nijmegen,Netherlands,North Holland
Data Management 365|Atlant Clinical LLC|R-Pharm|Center of Pharmaceutical Analytics LLC|Unimed Laboratories CJSC,United States,Virginia
Atlant Clinical LLC|Center for Pharmaceutical Analytics LLC|Unimed Laboratories CJSC|Data Management 365,United States,Ohio
National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)|University of Michigan,United States,Michigan
Glycotope Biotechnology GmbH,Germany,Berlin
Organon,United States,New Jersey
Pfizer|Planned Parenthood Federation of America,United States,New York
EMD Serono,United States,Massachusetts
NOVA Medical School,Portugal,Lisbon
NHS Lothian,United Kingdom,Scotland
"Dracen Pharmaceuticals, Inc.|Fibrolamellar Cancer Foundation",United States,New Jersey
University of Copenhagen,Denmark,Capital Region of Denmark
"St. Petersburg State Pavlov Medical University|Astrakhan State Medical University|Siberian State Medical University|City Clinical Hospital №24, Department of Health City of Moscow|GBUZ MO ""Lvovskaia Raionaia Bolnica""|Medical Center ON-CLINIC",Russia,Saint Petersburg; Russia
Norwegian Cancer Society|Merck Sharp & Dohme LLC,Norway,Oslo
"Epizyme, Inc.|Genentech, Inc.",United States,Massachusetts
Genmab|AbbVie,Denmark,Copenhagen
"Novartis Pharmaceuticals|Thermo Fisher Scientific, Inc",Switzerland,Basel-Stadt
"Hospital San Carlos, Madrid|Odense University Hospital|Medical University of Lodz|National and Kapodistrian University of Athens|Landspitali University Hospital|National University Hospital NUHD Denmark|Universitiy Medical Centre Utrecht UMCU The Netherlands|Hospital Universitario Reina Sofia (Cordoba) Spain|Hospital Regional de Malaga",Spain,"Community of Madrid  
Denmark"
R-Pharm,Russia,Vladimir Oblast
Friedreich's Ataxia Research Alliance|Vidara Therapeutics Research Ltd,United States,Maryland
Friedreich's Ataxia Research Alliance,United States,Colorado
TSH Biopharm Corporation Limited,Taiwan,Taipei City
"Halozyme Therapeutics|BioLineRx, Ltd.",United States,California
"Shandong Sunstem Biotechnology Co.,Ltd.",China,Shandong
"OncoTherapy Science, Inc.|Bristol-Myers Squibb",USA,New Jersey
Merck Sharp & Dohme LLC|Ipsen,United States,New Jersey
Vancouver Coastal Health Research Institute,Canada,British Columbia
Chugai Pharmaceutical,Japan,Tokyo
Vertex Pharmaceuticals Incorporated,United States,Massachusetts
"Hôpital Claude-Huriez|Amiens University Hospital|University Hospital, Rouen|University Hospital, Limoges|Central Hospital Saint Quentin|Valenciennes Hospital, Valenciennes, FRANCE",France,Hauts-de-France
Roche Chugai,Japan,Shizuoka Prefecture
"Den-Mei Brain Tumor Education Foundation, Taichung, Taiwan|Ministry of Health and Welfare, Taiwan",Taiwan,Taichung
Dana-Farber Cancer Institute|Brigham and Women's Hospital,United States,Massachusetts
Beijing Tiantan Hospital|Shenzhen Second People's Hospital,China,Beijing
Celldex Therapeutics,USA,Connecticut
University of Pennsylvania,United States,Pennsylvania
"Anglia Ruskin University|University of East Anglia|University of Essex|National Institute for Health Research, United Kingdom",United Kingdom,England
Mallinckrodt|Amgen,United States,Missouri
Brigham and Women's Hospital|Novartis,United States,Massachusetts
BioIncept LLC,United States,New Jersey
Gateway for Cancer Research,United States,Illinois
Augusta University|Unity Health Toronto|Schering-Plough,United States,Georgia
The Cleveland Clinic|Bristol-Myers Squibb|University of Pennsylvania|National Institutes of Health (NIH)|National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS),United States,Maryland
URC-CIC Paris Descartes Necker Cochin,France,Île-de-France
Huazhong University of Science and Technology,China,Hubei
"The Children's Hospital of Zhejiang University School of Medicine|The Second Hospital of Anhui Medical University|Guangzhou Women and Children's Medical Center|First People's Hospital of Hangzhou|Qilu Hospital of Shandong University|Zhejiang Provincial People's Hospital|Zhejiang Provincial Hospital of TCM|Central South University|Southwest Hospital, China|First Affiliated Hospital of Guangxi Medical University|Shanghai Children's Medical Center|Second Affiliated Hospital of Wenzhou Medical University|The First Affiliated Hospital of Xiamen University|Third Affiliated Hospital, Sun Yat-Sen University|Xiangya Hospital of Central South University|Shaoxing Second Hospital",China,"Zhejiang  
China"
Tongji Hospital,China,Shanghai
Ascendis Pharma A/S,Denmark,Capital Region of Denmark
Aarhus University Hospital,Denmark,Central Denmark Region
Baxter Innovations GmbH,Germany,Bavaria
"Ministry of Health, Honduras|Robert W. Alexander, MD|Terry, Glenn C., M.D.",Honduras,Cortés
Guangdong Center for Disease Prevention and Control,China,Guangdong
Shaanxi Provincial Center for Disease Control and Prevention,China,Shaanxi Province
"Faculty of Medicine, Chiang Mai University",Thailand,Chiang Mai
Fox Chase Cancer Center|Ziekenhuis Oost-Limburg,Belgium,Limburg
Rennes University Hospital|Merck Sharp & Dohme LLC,France,Brittany
"Duke University|University of California, San Francisco",United States,North Carolina; United States
"ImmunityBio, Inc.",United States,California
MedImmune LLC,United States,Maryland
IO Biotech|Merck Sharp & Dohme LLC,United States,New Jersey
"Shanghai Junshi Bioscience Co., Ltd.",China,Shanghai
MedImmune Ltd|AstraZeneca,United Kingdom,England
Walter Reed Army Institute of Research (WRAIR)|Baylor College of Medicine|University of Alabama at Birmingham|Emory University|Mayo Clinic,USA,Maryland
"Herlev Hospital|Rigshospitalet, Denmark|Helsinki University Central Hospital|Turku University Hospital|University Hospital, Linkoeping|Umeå University|Oslo University Hospital|Nordic Lymphoma Group|Amgen",Denmark,"Capital Region  
Finland"
Statistical Revelations Pty Ltd|Datapharm Australia Pty Ltd,Australia,Victoria
"Celgene Corporation|Ortho Biotech Clinical Affairs, L.L.C.|Walther Cancer Institute",United States,New Jersey
International Maternal Pediatric Adolescent AIDS Clinical Trials Group|Southwest Pediatric Nephrology Study Group,United States,Texas
National Institutes of Health (NIH)|National Institute on Aging (NIA),United States,Maryland
Digna Biotech S.L.,Spain,Madrid
Tel-Aviv Sourasky Medical Center,Israel,Tel Aviv District
Altasciences Company Inc.,Canada,Quebec
"Innovative Medicines Initiative|GlaxoSmithKline|Sanofi Pasteur, a Sanofi Company",Belgium,Brussels
Massachusetts Institute of Technology,United States,Massachusetts
"DeveloGen AG, Germany",Germany,Hesse
Locemia Solutions ULC,Canada,Ontario
PRA Health Sciences,United States,North Carolina
Janssen Pharmaceuticals,USA,Pennsylvania
Celerion,United States,Nebraska
Arrowhead Pharmaceuticals,United States,California
"Shandong Boan Biotechnology Co., Ltd",China,Shandong
"Shan Dong Boan Biotechnology Co., Ltd",China,Shandong Province
"Shang Dong Boan Biotechnology Co., Ltd (Co-sponsor)",China,Shandong
University of North Carolina|Wyeth is now a wholly owned subsidiary of Pfizer,United States,North Carolina
Centre de Recherche du Centre Hospitalier de l'Université de Montréal,Canada,Quebec
National Institute of General Medical Sciences (NIGMS),United States,Maryland
Cross Research S.A.|Nerviano Medical Sciences|AAI Deutschland GmbH & Co. KG|Gife S.A.,Italy,Lombardy
Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),United States,Maryland
Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)|Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center|University of Washington,United States,California
George Mason University|Virginia Commonwealth University,United States,Virginia
"Ensol Biosciences, Inc.",United States,Colorado
Wellcome Trust|Imperial College Healthcare NHS Trust,United Kingdom,England
inVentiv Health Clinical,United States,New Jersey
Rockefeller University,United States,New York
Mylan GmbH,Germany,North Rhine-Westphalia
U.S. Army Medical Research and Development Command,United States,Maryland
Huashan Hospital,China,Shanghai
Biotrial,France,Bretagne
"IDRI Corporation|Immune Design, a subsidiary of Merck & Co., Inc. (Rahway, New Jersey USA)",USA,New Jersey
CuraTeQ Biologics Private Ltd.,India,Maharashtra
Clinical Network Services (CNS) Pty Ltd,Australia,Queensland
"ICON Early Phase Services, LLC",United States,Texas
Tartu University Hospital,Estonia,Tartu County
ClinSupport GmbH|MWI Medizinisches Wirtschaftsinstitut GmbH|ProjectPharm s.r.o.|LCR Leading Clinical Research s.r.o.|X-act Cologne Clinical Research GmbH,Germany,North Rhine-Westphalia
National Institutes of Health (NIH)|National Center for Research Resources (NCRR),United States,Maryland
National Institute on Aging (NIA)|University of Virginia,United States,Virginia
Accel Clinical Services,United States,Michigan
Thrombolysis In Myocardial Infarction (TIMI),United States,Massachusetts
"International HealthCare, LLC",United States,Nebraska
Beijing Friendship Hospital,China,Beijing
Octapharma,Switzerland,Canton of Lucerne
Hoffmann-La Roche|Hannover Medical School,Germany,Lower Saxony
Centessa Pharmaceuticals plc,United Kingdom,England
Canadian Institutes of Health Research (CIHR)|Pfizer,Canada,Ontario
Valeo Pharma Inc,Canada,Quebec
Chinese Academy of Sciences,China,Beijing
AMS Advanced Medical Services GmbH,Germany,Bavaria
Roche Pharma AG,Switzerland,Basel-Stadt
"Vir Biotechnology, Inc.|Alnylam Pharmaceuticals",United States,California
"Vir Biotechnology, Inc.|VBI Vaccines Inc.",United States,California
INC Research Australia Pty Ltd,Australia,New South Wales
"The First Affiliated Hospital, University of Science and Technology of China|The Second Hospital of Anhui Medical University|Chaohu Hospital of Anhui Medical University|First Affiliated Hospital Bengbu Medical College",China,Anhui
"CPR Pharma Services Pty Ltd, Australia",Australia,Queensland
Gilead Sciences|Roche Pharma AG,United States,California
"Achillion, a wholly owned subsidiary of Alexion",United States,Connecticut
Tibotec Pharmaceutical Limited,Ireland,Dublin
ViroChem Pharma,Canada,Quebec
"Tibotec, Inc",United States,New Jersey
"Ministry of Health, Thailand",Thailand,Bangkok
Partner Therapeutics (PTx),United States,Massachusetts
Yassin Abdelghaffar Charity Center for Liver Disease and Research|National Hepatology & Tropical Medicine Research Institute|Ain Shams University|Cairo University,Egypt,Cairo
Medical University of Vienna,Austria,Vienna
Janssen-Cilag Ltd.,United Kingdom,England
Merck Sharp & Dohme LLC|Rennes University Hospital,France,Brittany
Kirby Institute,Australia,New South Wales
California HIV/AIDS Research Program,United States,California
Gilead Sciences,United States,California
"Medivation LLC, a wholly owned subsidiary of Pfizer Inc.",United States,California
Jerini AG,Germany,Berlin
Incyte Corporation|National Cancer Institute (NCI),United States,Delaware
"Millennium Pharmaceuticals, Inc.",United States,Massachusetts
"Taipei Veterans General Hospital, Taiwan",Taiwan,Taipei City
Adult AIDS Clinical Trials Group|Merck Sharp & Dohme LLC,United States,New Jersey
"University of Colorado, Denver|Duke University",United States,Colorado
"AD Pharmaceuticals Co., Ltd.",Thailand,Samut Prakan
Ortho Dermatologics,United States,New Jersey
Prothya Biosolutions,United States,Virginia
Janssen-Cilag B.V.,Netherlands,North Brabant
Duke Cancer Institute|National Cancer Institute (NCI),United States,North Carolina
"Hospital for Special Surgery, New York|University of Toronto|NYU Langone Health",United States,New York
Fundació Institut Germans Trias i Pujol,Spain,Catalonia
Orthopaedic Trauma Association|University of Kentucky,United States,Kentucky
"University of California, San Francisco",United States,California
"Ragon Institute of MGH, MIT and Harvard|National Heart, Lung, and Blood Institute (NHLBI)|National Institutes of Health (NIH)",United States,Massachusetts
University Hospital Padova,Italy,Veneto
"Institute of Pathogen Biology, Chinese Academy of Medical Sciences",China,Beijing
North-Western State Medical University named after I.I.Mechnikov,Russia,Novgorod Oblast
Allergan|VA Northern California Health Care System|East Bay Institute for Research and Education,United States,California
National Institute of Allergy and Infectious Diseases (NIAID)|HIV Vaccine Trials Network,United States,Maryland
Bill and Melinda Gates Foundation,United States,Washington
Objectif Recherche Vaccins SIDA|National Institute of Allergy and Infectious Diseases (NIAID)|Pfizer|Merck Sharp & Dohme LLC,United States,Maryland
"Novartis|Genentech, Inc.",United States,California
"Rockefeller University|ImmunityBio, Inc.",United States,New York
National Center for Research Resources (NCRR),United States,Maryland
"Hoffmann-La Roche|Alzheimer's Association|National Institute on Aging (NIA)|Genentech, Inc.",United States,California
AIDS Clinical Trials Group,United States,Washington D.C.
Covance|National Institute of Allergy and Infectious Diseases (NIAID),United States,Maryland
Trimeris,United States,North Carolina
Chiron Corporation,United States,California
Walter Reed Army Institute of Research (WRAIR)|Henry M. Jackson Foundation for the Advancement of Military Medicine,United States,Maryland
HIV Vaccine Trials Network|National Institute of Allergy and Infectious Diseases (NIAID),United States,Washington
"Hoffmann-La Roche|Genentech, Inc.",United States,California
Chulalongkorn University,Thailand,Bangkok
Medical University of South Carolina|National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),United States,South Carolina
University of Pennsylvania|Philadelphia Fight|Rockefeller University|Merck Sharp & Dohme LLC|National Institute of Allergy and Infectious Diseases (NIAID),United States,Pennsylvania
Kaohsiung Medical University Chung-Ho Memorial Hospital|Kaohsiung Veterans General Hospital.|Taoyuan General Hospital,Taiwan,Kaohsiung
US Military HIV Research Program|Janssen Vaccines & Prevention B.V.,United States,Virginia
Fred Hutchinson Cancer Center|Rockefeller University|Brigham and Women's Hospital,United States,Washington
"Bill and Melinda Gates Foundation|International AIDS Vaccine Initiative|The Emmes Company, LLC",United States,Washington
"University of California, San Francisco|Amgen",USA,California
"Astellas Pharma Inc|Medivation LLC, a wholly owned subsidiary of Pfizer Inc.",United States,California
National Institute of Allergy and Infectious Diseases (NIAID)|Weill Medical College of Cornell University|University of Pennsylvania,United States,New York
"Aepodia|University Hospital, Antwerp",Belgium,Flanders
Charley's Fund,United States,Massachusetts
AD Pharma (Guangdong),China,Guangdong
"Juvenile Diabetes Research Foundation|Genentech, Inc.",United States,California
The Medicines Company,United States,New Jersey
Veterans Medical Research Foundation,United States,California
National Institutes of Health (NIH)|National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),United States,Maryland
Covance|ZAO Unimed Laboratories|Data Matrix Solutions|Pharmaceutical Analytics Center LLC|OCT Rus Ltd.,Russia,Moscow
Brookdale University Hospital Medical Center|Josephine Ford Cancer Center,United States,New York
TIMI Study Group,United States,Texas
Adelphi Values,United States,Massachusetts
"Merck Serono S.A.S, France",France,Île-de-France
National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)|Emissary International LLC,United States,Maryland
Danish Diabetes Academy|University of Copenhagen,Denmark,Capital Region
American Diabetes Association,United States,Virginia
Osaka University Graduate School of Medicine,Japan,Osaka Prefecture
"Amylin Pharmaceuticals, LLC.",United States,California
"Rigshospitalet, Denmark|Odense University Hospital|University of Copenhagen",Denmark,Region of Southern Denmark
R-Pharm|Unimed Laboratories CJSC|Data Management 365|Exacte Labs LLC,Russia,Tatarstan
"Kjaersgaard, Mimi, M.D.",USA,California
The Paul Manning Foundation,United States,California
The National Research Council of Canada Industrial Research Assistance Program,Canada,Ontario
Peking University People's Hospital|First Affiliated Hospital of Chongqing Medical University|Linyi People's Hospital|The Affiliated Hospital of Qingdao University|Shandong Provincial Hospital|Zhongshan Bo Ai Hospital,China,Various Provinces
The Affiliated Hospital of Qingdao University|Yantai Yuhuangding Hospital,China,Shandong
Lambda Therapeutic Research Ltd.,Canada,Ontario
National Institute on Aging (NIA)|Merck Sharp & Dohme LLC,United States,Maryland
"University Hospital, Gentofte, Copenhagen|University of Cambridge",Denmark,Capital Region
Syneos Health,United States,North Carolina
Henan Cancer Hospital|Shandong Provincial Hospital|Shenzhen People's Hospital|The First Affiliated Hospital of Anhui Medical University|The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School|Changzhou No.2 People's Hospital|The Second People's Hospital of Huai'an,China,"Henan  
China"
"Thrasher Research Fund|University of Colorado, Denver|Intermountain Health Care, Inc.",United States,Colorado
Merck Sharp & Dohme LLC|Mỹ Đức Hospital,Vietnam,Hanoi
"Oxford Fertility Limited, United Kingdom",United Kingdom,England
"Disha Fertility and Surgical Centre,Indore,India",India,Madhya Pradesh
Ferring Arzneimittel GmbH,Germany,Baden-Württemberg
Peking Union Medical College Hospital|Chongqing Medical Center for Women and Children|The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School|Reproductive & Genetic Hospital of CITIC-Xiangya,China,Chongqing
Afﬁliated Hospital of North Sichuan Medical College,China,Sichuan
"Sixth Affiliated Hospital, Sun Yat-sen University",China,Guangdong
Affibody,Sweden,Stockholm County
"National Research Centre, Egypt",Egypt,Cairo
ConvaTec Inc.,United States,New Jersey
BridgePharm LLC|GlobalPharma LLC,United States,Florida
"Androcenter, Napoli, Italy",Italy,Campania
"Merck Serono GmbH, Germany",Germany,Hessen
CSL Behring,United States,Pennsylvania
Paris IBD Center|Celltrion HealthCare France,France,Île-de-France
Seventh Framework Programme|University of Groningen|University Medical Center Groningen|Robert Koch Institut|Norwegian Institute of Public Health,Netherlands,Groningen
"Chugai Pharmaceutical Co., Ltd. (Sponsor in Taiwan and Japan)",Japan,Tokyo
Sanofi K.K.,Japan,Tokyo
"Fundación Dominicana de Infectología, Santo Domingo, Dominican Republic|Hospital Infantil Dr. Robert Reid Cabral|World Health Organization|Pan American Health Organization|PATH|Bioject Medical Technologies, Inc.|MCM Vaccines B.V.",Dominican Republic,Santo Domingo
University of Sao Paulo General Hospital,Brazil,São Paulo
National Institute on Aging (NIA)|American Federation for Aging Research|The John A. Hartford Foundation,United States,New York
Saglik Bilimleri Universitesi,Turkey,Istanbul
SGS S.A.|Integrated Medical Development,Switzerland,Vaud
"Empiristat, Inc.",United States,Massachusetts
University Hospital Tuebingen,Germany,Baden-Württemberg
"University of Colorado, Denver|Butler Hospital",United States,Colorado
Rose Pharma A/S|National Center for Research Resources (NCRR),Denmark,Capital Region of Denmark
Guy's and St Thomas' NHS Foundation Trust,United Kingdom,England
"Ministry of Science and Technology, Vietnam|Ministry of Health, Vietnam",Vietnam,Hanoi
"National Institute of Hygiene and Epidemiology, Vietnam",Vietnam,Hanoi
National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS)|Amgen,United States,Maryland
Peking Union Medical College Hospital,China,Beijing
National Institutes of Health (NIH)|National Cancer Institute (NCI),United States,Maryland
Regeneron Pharmaceuticals|Sanofi,United States,New York
"Smith & Nephew, Inc.",United States,Tennessee
The Geneva Foundation,United States,Washington
Dedicated Anesthesia Research Enhancement Grant,United States,Maryland
Eli Lilly and Company|University of Rochester|Duke University|Milton S. Hershey Medical Center,United States,Indiana
"National Institutes of Health (NIH)|Scios, Inc.|National Heart, Lung, and Blood Institute (NHLBI)|National Center for Research Resources (NCRR)",United States,Maryland
Innovive Pharmaceuticals,USA,California
Leukemia Research Fund|Celgene|Merck Sharp & Dohme LLC,United States,New Jersey
Swedish Orphan Biovitrum,Sweden,Stockholm
National Cancer Institute (NCI)|Eli Lilly and Company|Kanisa Pharmaceuticals,United States,Maryland
Hospital Federal de Bonsucesso,Brazil,Rio de Janeiro
Zimmer Biomet,United States,Indiana
Advance Biofactures Corporation,United States,New Jersey
Dr Cipto Mangunkusumo General Hospital,Indonesia,Jakarta
Peking University Hospital of Stomatology,China,Beijing
Peking Union Medical College Hospital|Peking University Cancer Hospital & Institute|Changhai Hospital,China,Beijing
PPD|Merck Sharp & Dohme LLC,United States,North Carolina
Soonchunhyang University Hospital,South Korea,Chungcheongnam-do
Daewoong Pharmaceutical Co. LTD.,South Korea,Seoul
"United States Department of Defense|The Geneva Foundation|Walter Reed National Military Medical Center|United States Naval Medical Center, San Diego|Brigham and Women's Hospital",United States,Maryland
Beijing Health Alliance Charitable Foundation,China,Beijing
Cell Therapy & Regenerative Medicine,United States,California
National Cancer Institute (NCI)|Cancer and Leukemia Group B,United States,Maryland
"Xiangxue Life Science Research Center|Guangdong Xiangxue Precision Medical Technology Co., Ltd.|Xiangxue Pharmaceutical",China,Guangdong
"National Cancer Institute (NCI)|Genentech, Inc.",United States,Maryland
Dutch Kidney Foundation|GlaxoSmithKline,Netherlands,North Holland
Biocon Limited,India,Karnataka
Miltenyi Biomedicine GmbH,Germany,North Rhine-Westphalia
BioGene Pharmaceutical,United States,California
"CSPC Baike (Shandong) Biopharmaceutical Co., Ltd.",China,Shandong
Hoffmann-La Roche|Aarhus University Hospital,Denmark,Central Jutland
AnorMED,Canada,British Columbia
TG Therapeutics,USA,New York
Children's Hospital of Fudan University,China,Shanghai
Dana-Farber Cancer Institute|Stanford University,United States,Massachusetts
Wake Forrest Baptist Health,United States,North Carolina
University of Bamako,Mali,Bamako
Eli Lilly and Company|Translational Breast Cancer Research Consortium (TBCRC),United States,Indiana
"Shanghai Public Health Clinical Center|Huashan Hospital|No.85 Hospital, Changning, Shanghai, China",China,Shanghai
Jiangbin Hospital Affiliated to Jiangsu University|Nanjing Second Hospital|Jiangning Hospital Affiliated to Nanjing Medical University,China,Jiangsu
Celgene,United States,New Jersey
Statens Serum Institut|Research Center for Vitamins and Vaccines,Denmark,Capital Region
Canadian Venous Thromboembolism Clinical Trials and Outcomes Research (CanVECTOR) Network,Canada,Ontario
Medical Research Council|Centers for Disease Control and Prevention,United Kingdom,England
"National Cancer Institute (NCI)|Oncovir, Inc.|Pfizer",USA,Maryland
"NYU Langone Health|Memorial Sloan Kettering Cancer Center|Ludwig Institute for Cancer Research|Melanoma Research Alliance|Oncovir, Inc.",United States,New York
"Ludwig Institute for Cancer Research|Oncovir, Inc.|Cancer Research Institute, New York City",United States,New York
